titleSlug,title,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,Probability of a Two Boxes Having The Same Number of Distinct Balls,Hard,60.64905276,FALSE,"array,math,dynamic-programming,backtracking,combinatorics,probability-and-statistics",algorithms
calculate-salaries,Calculate Salaries,Medium,80.50837576,TRUE,database,database
find-all-the-lonely-nodes,Find All The Lonely Nodes,Easy,82.23931688,TRUE,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
shuffle-the-array,Shuffle the Array,Easy,88.94749538,FALSE,array,algorithms
the-k-strongest-values-in-an-array,The k Strongest Values in an Array,Medium,60.43902527,FALSE,"array,two-pointers,sorting",algorithms
design-browser-history,Design Browser History,Medium,78.16802197,FALSE,"array,linked-list,stack,design,doubly-linked-list,data-stream",algorithms
paint-house-iii,Paint House III,Hard,61.53191301,FALSE,"array,dynamic-programming",algorithms
delete-n-nodes-after-m-nodes-of-a-linked-list,Delete N Nodes After M Nodes of a Linked List,Easy,73.34956239,TRUE,linked-list,algorithms
final-prices-with-a-special-discount-in-a-shop,Final Prices With a Special Discount in a Shop,Easy,76.11039703,FALSE,"array,stack,monotonic-stack",algorithms
subrectangle-queries,Subrectangle Queries,Medium,88.32118968,FALSE,"array,design,matrix",algorithms
find-two-non-overlapping-sub-arrays-each-with-target-sum,Find Two Non-overlapping Sub-arrays Each With Target Sum,Medium,36.71373556,FALSE,"array,hash-table,binary-search,dynamic-programming,sliding-window",algorithms
allocate-mailboxes,Allocate Mailboxes,Hard,55.49388652,FALSE,"array,math,dynamic-programming,sorting",algorithms
sales-by-day-of-the-week,Sales by Day of the Week,Hard,80.80845443,TRUE,database,database
running-sum-of-1d-array,Running Sum of 1d Array,Easy,87.37767812,FALSE,"array,prefix-sum",algorithms
least-number-of-unique-integers-after-k-removals,Least Number of Unique Integers after K Removals,Medium,55.57777261,FALSE,"array,hash-table,greedy,sorting,counting",algorithms
minimum-number-of-days-to-make-m-bouquets,Minimum Number of Days to Make m Bouquets,Medium,53.91803749,FALSE,"array,binary-search",algorithms
kth-ancestor-of-a-tree-node,Kth Ancestor of a Tree Node,Hard,33.79901253,FALSE,"binary-search,dynamic-programming,tree,depth-first-search,breadth-first-search,design",algorithms
group-sold-products-by-the-date,Group Sold Products By The Date,Easy,79.02412186,FALSE,database,database
clone-binary-tree-with-random-pointer,Clone Binary Tree With Random Pointer,Medium,80.62047287,TRUE,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
xor-operation-in-an-array,XOR Operation in an Array,Easy,84.67891371,FALSE,"math,bit-manipulation",algorithms
making-file-names-unique,Making File Names Unique,Medium,36.18858705,FALSE,"array,hash-table,string",algorithms
avoid-flood-in-the-city,Avoid Flood in The City,Medium,26.45355611,FALSE,"array,hash-table,binary-search,greedy,heap-priority-queue",algorithms
find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,Hard,52.5044252,FALSE,"union-find,graph,sorting,minimum-spanning-tree,strongly-connected-component",algorithms
clone-n-ary-tree,Clone N-ary Tree,Medium,83.46963982,TRUE,"hash-table,tree,depth-first-search,breadth-first-search",algorithms
average-salary-excluding-the-minimum-and-maximum-salary,Average Salary Excluding the Minimum and Maximum Salary,Easy,61.11961181,FALSE,"array,sorting",algorithms
the-kth-factor-of-n,The kth Factor of n,Medium,62.92098821,FALSE,"math,number-theory",algorithms
longest-subarray-of-1s-after-deleting-one-element,Longest Subarray of 1's After Deleting One Element,Medium,60.50923464,FALSE,"array,dynamic-programming,sliding-window",algorithms
parallel-courses-ii,Parallel Courses II,Hard,30.40256532,FALSE,"dynamic-programming,bit-manipulation,graph,bitmask",algorithms
friendly-movies-streamed-last-month,Friendly Movies Streamed Last Month,Easy,49.17492401,TRUE,database,database
path-crossing,Path Crossing,Easy,56.01215775,FALSE,"hash-table,string",algorithms
check-if-array-pairs-are-divisible-by-k,Check If Array Pairs Are Divisible by k,Medium,39.02347472,FALSE,"array,hash-table,counting",algorithms
number-of-subsequences-that-satisfy-the-given-sum-condition,Number of Subsequences That Satisfy the Given Sum Condition,Medium,37.51719921,FALSE,"array,two-pointers,binary-search,sorting",algorithms
max-value-of-equation,Max Value of Equation,Hard,45.60051066,FALSE,"array,queue,sliding-window,heap-priority-queue,monotonic-queue",algorithms
design-a-file-sharing-system,Design a File Sharing System,Medium,44.37036105,TRUE,"hash-table,design,heap-priority-queue,data-stream",algorithms
countries-you-can-safely-invest-in,Countries You Can Safely Invest In,Medium,52.55257732,TRUE,database,database
can-make-arithmetic-progression-from-sequence,Can Make Arithmetic Progression From Sequence,Easy,67.68696981,FALSE,"array,sorting",algorithms
last-moment-before-all-ants-fall-out-of-a-plank,Last Moment Before All Ants Fall Out of a Plank,Medium,55.73582283,FALSE,"array,brainteaser,simulation",algorithms
count-submatrices-with-all-ones,Count Submatrices With All Ones,Medium,57.5173568,FALSE,"array,dynamic-programming,stack,matrix,monotonic-stack",algorithms
minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,Hard,38.41302047,FALSE,"string,greedy,binary-indexed-tree,segment-tree",algorithms
find-root-of-n-ary-tree,Find Root of N-Ary Tree,Medium,78.58134444,TRUE,"hash-table,bit-manipulation,tree,depth-first-search",algorithms
reformat-date,Reformat Date,Easy,63.37579993,FALSE,string,algorithms
range-sum-of-sorted-subarray-sums,Range Sum of Sorted Subarray Sums,Medium,59.00693881,FALSE,"array,two-pointers,binary-search,sorting",algorithms
minimum-difference-between-largest-and-smallest-value-in-three-moves,Minimum Difference Between Largest and Smallest Value in Three Moves,Medium,54.63534147,FALSE,"array,greedy,sorting",algorithms
stone-game-iv,Stone Game IV,Hard,60.1385116,FALSE,"math,dynamic-programming,game-theory",algorithms
customer-order-frequency,Customer Order Frequency,Easy,71.26334339,TRUE,database,database
number-of-good-pairs,Number of Good Pairs,Easy,88.22662401,FALSE,"array,hash-table,math,counting",algorithms
number-of-substrings-with-only-1s,Number of Substrings With Only 1s,Medium,45.40455907,FALSE,"math,string",algorithms
path-with-maximum-probability,Path with Maximum Probability,Medium,48.74147438,FALSE,"array,graph,heap-priority-queue,shortest-path",algorithms
best-position-for-a-service-centre,Best Position for a Service Centre,Hard,37.26713803,FALSE,"math,geometry,randomized",algorithms
move-sub-tree-of-n-ary-tree,Move Sub-Tree of N-Ary Tree,Hard,63.45609065,TRUE,"tree,depth-first-search",algorithms
find-users-with-valid-e-mails,Find Users With Valid E-Mails,Easy,52.84914951,FALSE,database,database
water-bottles,Water Bottles,Easy,60.49865176,FALSE,"math,simulation",algorithms
number-of-nodes-in-the-sub-tree-with-the-same-label,Number of Nodes in the Sub-Tree With the Same Label,Medium,55.29171985,FALSE,"hash-table,tree,depth-first-search,breadth-first-search,counting",algorithms
maximum-number-of-non-overlapping-substrings,Maximum Number of Non-Overlapping Substrings,Hard,38.25157306,FALSE,"string,greedy",algorithms
find-a-value-of-a-mysterious-function-closest-to-target,Find a Value of a Mysterious Function Closest to Target,Hard,43.40234472,FALSE,"array,binary-search,bit-manipulation,segment-tree",algorithms
diameter-of-n-ary-tree,Diameter of N-Ary Tree,Medium,73.5420207,TRUE,"tree,depth-first-search",algorithms
count-odd-numbers-in-an-interval-range,Count Odd Numbers in an Interval Range,Easy,49.41882398,FALSE,math,algorithms
number-of-sub-arrays-with-odd-sum,Number of Sub-arrays With Odd Sum,Medium,43.20164809,FALSE,"array,math,dynamic-programming,prefix-sum",algorithms
number-of-good-ways-to-split-a-string,Number of Good Ways to Split a String,Medium,68.88320546,FALSE,"string,dynamic-programming,bit-manipulation",algorithms
minimum-number-of-increments-on-subarrays-to-form-a-target-array,Minimum Number of Increments on Subarrays to Form a Target Array,Hard,68.68910735,FALSE,"array,dynamic-programming,stack,greedy,monotonic-stack",algorithms
patients-with-a-condition,Patients With a Condition,Easy,40.47674814,FALSE,database,database
shuffle-string,Shuffle String,Easy,85.11871312,FALSE,"array,string",algorithms
minimum-suffix-flips,Minimum Suffix Flips,Medium,72.60662286,FALSE,"string,greedy",algorithms
number-of-good-leaf-nodes-pairs,Number of Good Leaf Nodes Pairs,Medium,61.09464042,FALSE,"tree,depth-first-search,binary-tree",algorithms
string-compression-ii,String Compression II,Hard,49.41688148,FALSE,"string,dynamic-programming",algorithms
the-most-recent-three-orders,The Most Recent Three Orders,Medium,69.60183293,TRUE,database,database
find-the-index-of-the-large-integer,Find the Index of the Large Integer,Medium,56.04684251,TRUE,"array,binary-search,interactive",algorithms
count-good-triplets,Count Good Triplets,Easy,80.87502199,FALSE,"array,enumeration",algorithms
find-the-winner-of-an-array-game,Find the Winner of an Array Game,Medium,48.61768411,FALSE,"array,simulation",algorithms
minimum-swaps-to-arrange-a-binary-grid,Minimum Swaps to Arrange a Binary Grid,Medium,46.4092747,FALSE,"array,greedy,matrix",algorithms
get-the-maximum-score,Get the Maximum Score,Hard,39.29350916,FALSE,"array,two-pointers,dynamic-programming,greedy",algorithms
guess-the-majority-in-a-hidden-array,Guess the Majority in a Hidden Array,Medium,63.45945946,TRUE,"array,math,interactive",algorithms
kth-missing-positive-number,Kth Missing Positive Number,Easy,58.59247835,FALSE,"array,binary-search",algorithms
can-convert-string-in-k-moves,Can Convert String in K Moves,Medium,33.47597582,FALSE,"hash-table,string",algorithms
minimum-insertions-to-balance-a-parentheses-string,Minimum Insertions to Balance a Parentheses String,Medium,49.7584853,FALSE,"string,stack,greedy",algorithms
find-longest-awesome-substring,Find Longest Awesome Substring,Hard,41.5805918,FALSE,"hash-table,string,bit-manipulation",algorithms
fix-product-name-format,Fix Product Name Format,Easy,60.65613609,TRUE,database,database
make-the-string-great,Make The String Great,Easy,63.26993046,FALSE,"string,stack",algorithms
find-kth-bit-in-nth-binary-string,Find Kth Bit in Nth Binary String,Medium,58.57503041,FALSE,"string,recursion",algorithms
maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,Medium,47.37429952,FALSE,"array,hash-table,greedy,prefix-sum",algorithms
minimum-cost-to-cut-a-stick,Minimum Cost to Cut a Stick,Hard,56.88434114,FALSE,"array,dynamic-programming",algorithms
the-most-similar-path-in-a-graph,The Most Similar Path in a Graph,Hard,58.14446013,TRUE,"dynamic-programming,graph",algorithms
the-most-recent-orders-for-each-product,The Most Recent Orders for Each Product,Medium,67.16360744,TRUE,database,database
three-consecutive-odds,Three Consecutive Odds,Easy,63.45043612,FALSE,array,algorithms
minimum-operations-to-make-array-equal,Minimum Operations to Make Array Equal,Medium,81.57954918,FALSE,math,algorithms
magnetic-force-between-two-balls,Magnetic Force Between Two Balls,Medium,58.28032337,FALSE,"array,binary-search,sorting",algorithms
minimum-number-of-days-to-eat-n-oranges,Minimum Number of Days to Eat N Oranges,Hard,34.74615194,FALSE,"dynamic-programming,memoization",algorithms
strings-differ-by-one-character,Strings Differ by One Character,Medium,42.52521162,TRUE,"hash-table,string,rolling-hash,hash-function",algorithms
bank-account-summary,Bank Account Summary,Medium,52.13925552,TRUE,database,database
thousand-separator,Thousand Separator,Easy,54.50587269,FALSE,string,algorithms
minimum-number-of-vertices-to-reach-all-nodes,Minimum Number of Vertices to Reach All Nodes,Medium,79.30465446,FALSE,graph,algorithms
minimum-numbers-of-function-calls-to-make-target-array,Minimum Numbers of Function Calls to Make Target Array,Medium,63.95287867,FALSE,"array,greedy,bit-manipulation",algorithms
detect-cycles-in-2d-grid,Detect Cycles in 2D Grid,Medium,48.07082257,FALSE,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
most-visited-sector-in-a-circular-track,Most Visited Sector in  a Circular Track,Easy,58.60301328,FALSE,"array,simulation",algorithms
maximum-number-of-coins-you-can-get,Maximum Number of Coins You Can Get,Medium,79.1973228,FALSE,"array,math,greedy,sorting,game-theory",algorithms
find-latest-group-of-size-m,Find Latest Group of Size M,Medium,42.81801422,FALSE,"array,binary-search,simulation",algorithms
stone-game-v,Stone Game V,Hard,40.34849455,FALSE,"array,math,dynamic-programming,game-theory",algorithms
put-boxes-into-the-warehouse-i,Put Boxes Into the Warehouse I,Medium,67.00833099,TRUE,"array,greedy,sorting",algorithms
unique-orders-and-customers-per-month,Unique Orders and Customers Per Month,Easy,82.74048871,TRUE,database,database
detect-pattern-of-length-m-repeated-k-or-more-times,Detect Pattern of Length M Repeated K or More Times,Easy,43.32670935,FALSE,"array,enumeration",algorithms
maximum-length-of-subarray-with-positive-product,Maximum Length of Subarray With Positive Product,Medium,44.07524641,FALSE,"array,dynamic-programming,greedy",algorithms
minimum-number-of-days-to-disconnect-island,Minimum Number of Days to Disconnect Island,Hard,46.36773225,FALSE,"array,depth-first-search,breadth-first-search,matrix,strongly-connected-component",algorithms
number-of-ways-to-reorder-array-to-get-same-bst,Number of Ways to Reorder Array to Get Same BST,Hard,47.74492054,FALSE,"array,math,divide-and-conquer,dynamic-programming,tree,union-find,binary-search-tree,memoization,combinatorics,binary-tree",algorithms
dot-product-of-two-sparse-vectors,Dot Product of Two Sparse Vectors,Medium,90.32533574,TRUE,"array,hash-table,two-pointers,design",algorithms
warehouse-manager,Warehouse Manager,Easy,88.65257325,TRUE,database,database
matrix-diagonal-sum,Matrix Diagonal Sum,Easy,80.34031852,FALSE,"array,matrix",algorithms
number-of-ways-to-split-a-string,Number of Ways to Split a String,Medium,32.52153857,FALSE,"math,string",algorithms
shortest-subarray-to-be-removed-to-make-array-sorted,Shortest Subarray to be Removed to Make Array Sorted,Medium,37.21120784,FALSE,"array,two-pointers,binary-search,stack,monotonic-stack",algorithms
count-all-possible-routes,Count All Possible Routes,Hard,56.71997879,FALSE,"array,dynamic-programming,memoization",algorithms
replace-all-s-to-avoid-consecutive-repeating-characters,Replace All ?'s to Avoid Consecutive Repeating Characters,Easy,48.12601847,FALSE,string,algorithms
number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,Medium,40.14647285,FALSE,"array,hash-table,math,two-pointers",algorithms
minimum-time-to-make-rope-colorful,Minimum Time to Make Rope Colorful,Medium,63.40106581,FALSE,"array,string,dynamic-programming,greedy",algorithms
