problem_statement,titleslug,title,tags,num_occur
"You are given an array nums of n positive integers. You can perform two types of operations on any element of the array any number of times:  If the element is even, divide it by 2.  	 For example, if the array is [1,2,3,4], then you can do this operation on the last element, and the array will be [1,2,3,2].   If the element is odd, multiply it by 2. 	 For example, if the array is [1,2,3,4], then you can do this operation on the first element, and the array will be [2,2,3,4].    The deviation of the array is the maximum difference between any two elements in the array. Return the minimum deviation the array can have after performing some number of operations.  ",minimize-deviation-in-array,Minimize Deviation in Array,"Array, Greedy, Heap (Priority Queue), Ordered Set",2
"You are given an integer array nums and an integer x. In one operation, you can either remove the leftmost or the rightmost element from the array nums and subtract its value from x. Note that this modifies the array for future operations. Return the minimum number of operations to reduce x to exactly 0 if it is possible, otherwise, return -1.  ",minimum-operations-to-reduce-x-to-zero,Minimum Operations to Reduce X to Zero,"Array, Hash Table, Binary Search, Sliding Window, Prefix Sum",2
"Given an array of positive integers arr, return the sum of all possible odd-length subarrays of arr. A subarray is a contiguous subsequence of the array.  ",sum-of-all-odd-length-subarrays,Sum of All Odd Length Subarrays,"Array, Math, Prefix Sum",2
"Given a square matrix mat, return the sum of the matrix diagonals. Only include the sum of all the elements on the primary diagonal and all the elements on the secondary diagonal that are not part of the primary diagonal.  ",matrix-diagonal-sum,Matrix Diagonal Sum,"Array, Matrix",2
"Given a directed acyclic graph, with n vertices numbered from 0 to n-1, and an array edges where edges[i] = [fromi, toi] represents a directed edge from node fromi to node toi. Find the smallest set of vertices from which all nodes in the graph are reachable. It's guaranteed that a unique solution exists. Notice that you can return the vertices in any order.  ",minimum-number-of-vertices-to-reach-all-nodes,Minimum Number of Vertices to Reach All Nodes,Graph,2
"Given an array arr of positive integers sorted in a strictly increasing order, and an integer k. Return the kth positive integer that is missing from this array.  ",kth-missing-positive-number,Kth Missing Positive Number,"Array, Binary Search",2
"You are given a string s. A split is called good if you can split s into two non-empty strings sleft and sright where their concatenation is equal to s (i.e., sleft + sright = s) and the number of distinct letters in sleft and sright is the same. Return the number of good splits you can make in s.  ",number-of-good-ways-to-split-a-string,Number of Good Ways to Split a String,"String, Dynamic Programming, Bit Manipulation",2
Given two non-negative integers low and high. Return the count of odd numbers between low and high (inclusive).  ,count-odd-numbers-in-an-interval-range,Count Odd Numbers in an Interval Range,Math,2
"There are numBottles water bottles that are initially full of water. You can exchange numExchange empty water bottles from the market with one full water bottle. The operation of drinking a full water bottle turns it into an empty bottle. Given the two integers numBottles and numExchange, return the maximum number of water bottles you can drink.  ",water-bottles,Water Bottles,"Math, Simulation",2
You are given an array of unique integers salary where salary[i] is the salary of the ith employee. Return the average salary of employees excluding the minimum and maximum salary. Answers within 10-5 of the actual answer will be accepted.  ,average-salary-excluding-the-minimum-and-maximum-salary,Average Salary Excluding the Minimum and Maximum Salary,"Array, Sorting",2
"You are given an integer array prices where prices[i] is the price of the ith item in a shop. There is a special discount for items in the shop. If you buy the ith item, then you will receive a discount equivalent to prices[j] where j is the minimum index such that j > i and prices[j] <= prices[i]. Otherwise, you will not receive any discount at all. Return an integer array answer where answer[i] is the final price you will pay for the ith item of the shop, considering the special discount.  ",final-prices-with-a-special-discount-in-a-shop,Final Prices With a Special Discount in a Shop,"Array, Stack, Monotonic Stack",2
"Given the array nums consisting of 2n elements in the form [x1,x2,...,xn,y1,y2,...,yn]. Return the array in the form [x1,y1,x2,y2,...,xn,yn].  ",shuffle-the-array,Shuffle the Array,Array,2
"Given a sentence that consists of some words separated by a single space, and a searchWord, check if searchWord is a prefix of any word in sentence. Return the index of the word in sentence (1-indexed) where searchWord is a prefix of this word. If searchWord is a prefix of more than one word, return the index of the first word (minimum index). If there is no such word return -1. A prefix of a string s is any leading contiguous substring of s.  ",check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,Check If a Word Occurs As a Prefix of Any Word in a Sentence,"String, String Matching",2
"Given a sentence text (A sentence is a string of space-separated words) in the following format:  First letter is in upper case. Each word in text are separated by a single space.  Your task is to rearrange the words in text such that all words are rearranged in an increasing order of their lengths. If two words have the same length, arrange them in their original order. Return the new text following the format shown above.  ",rearrange-words-in-a-sentence,Rearrange Words in a Sentence,"String, Sorting",2
